2020-10-29 18:57:15,217 INFO  Logger.cs: 70 - 
2020-10-29 19:08:53,604 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in e3_link_assembly-1
2020-10-29 19:08:53,891 INFO  SwAddin.cs: 316 - Loading config tree
2020-10-29 19:08:53,896 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-10-29 19:08:53,901 INFO  SwAddin.cs: 321 - Showing property manager
2020-10-29 19:09:02,791 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:09:14,347 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:09:38,755 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:09:42,582 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:09:47,774 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:09:54,221 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:13,648 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:17,487 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:20,365 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:25,912 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:47,224 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:49,915 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:10:54,278 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:11:50,699 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-10-29 19:11:51,748 INFO  ExportHelperExtension.cs: 338 - Creating joint e1_link
2020-10-29 19:11:52,208 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child e1_link failed
2020-10-29 19:11:52,299 INFO  ExportHelperExtension.cs: 338 - Creating joint e2_link
2020-10-29 19:11:52,306 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent e1_link to child e2_link failed
2020-10-29 19:11:52,505 INFO  ExportHelperExtension.cs: 338 - Creating joint e3_link
2020-10-29 19:11:52,510 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent e2_link to child e3_link failed
2020-10-29 19:11:52,729 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from serial3
2020-10-29 19:11:52,743 INFO  ExportHelperExtension.cs: 1142 - Found 33 in serial3
2020-10-29 19:11:52,744 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in serial3
2020-10-29 19:11:52,744 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-29 19:11:52,745 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-10-29 19:11:52,745 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link_assembly-1
2020-10-29 19:11:52,746 INFO  ExportHelperExtension.cs: 1142 - Found 25 in base_link_assembly-1
2020-10-29 19:11:52,746 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in base_link_assembly-1
2020-10-29 19:11:52,746 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e1_link_assembly-1
2020-10-29 19:11:52,747 INFO  ExportHelperExtension.cs: 1142 - Found 26 in e1_link_assembly-1
2020-10-29 19:11:52,747 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e1_link_assembly-1
2020-10-29 19:11:52,748 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e2_link_assembly-1
2020-10-29 19:11:52,748 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e2_link_assembly-1
2020-10-29 19:11:52,748 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e2_link_assembly-1
2020-10-29 19:11:52,749 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e3_link_assembly-1
2020-10-29 19:11:52,749 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e3_link_assembly-1
2020-10-29 19:11:52,750 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e3_link_assembly-1
2020-10-29 19:11:52,750 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from serial3
2020-10-29 19:11:52,750 INFO  ExportHelperExtension.cs: 1142 - Found 33 in serial3
2020-10-29 19:11:52,751 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in serial3
2020-10-29 19:11:52,751 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-29 19:11:52,751 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-10-29 19:11:52,752 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_link_assembly-1
2020-10-29 19:11:52,752 INFO  ExportHelperExtension.cs: 1142 - Found 25 in base_link_assembly-1
2020-10-29 19:11:52,752 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_link_assembly-1
2020-10-29 19:11:52,753 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from e1_link_assembly-1
2020-10-29 19:11:52,753 INFO  ExportHelperExtension.cs: 1142 - Found 26 in e1_link_assembly-1
2020-10-29 19:11:52,753 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in e1_link_assembly-1
2020-10-29 19:11:52,754 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from e2_link_assembly-1
2020-10-29 19:11:52,754 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e2_link_assembly-1
2020-10-29 19:11:52,755 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in e2_link_assembly-1
2020-10-29 19:11:52,763 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from e3_link_assembly-1
2020-10-29 19:11:52,787 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e3_link_assembly-1
2020-10-29 19:11:52,788 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in e3_link_assembly-1
2020-10-29 19:11:52,835 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-29 19:13:33,365 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-10-29 19:13:33,654 INFO  Serialization.cs: 275 - URDF Configuration found
